SampleN,Li_S,Be_S,Na_S,Mg_S,K_S,Ca_S,Sc_S,Ti_S,V_S,Cr_S,Mn_S,Fe_S,Co_S,Ni_S,Cu_S,Zn_S,Ga_S,Ge_S,As_S,Rb_S,Sr_S,Y_S,Zr_S,Nb_S,Mo_S,Cd_S,Sn_S,Sb_S,Cs_S,Ba_S,La_S,Ce_S,Pr_S,Nd_S,Sm_S,Eu_S,Gd_S,Tb_S,Dy_S,Ho_S,Er_S,Yb_S,Hf_S,Pb_S,Th_S
C3_1_4,17.66434926,0.80472316,149.842174,4616.231649,2384.161867,4806.391409,3.719147238,499.1260608,29.45197107,27.72055504,335.2147036,19561.45695,7.901350404,19.84406414,26.89950261,28.57514269,5.259558582,0.816595835,8.639377644,18.81785537,18.15648944,8.243944998,2.615322579,1.162818217,0.348990389,0.145180978,5.279321345,0.52681395,2.62674096,129.15261,17.50643395,36.22922344,3.935519214,14.88648394,2.883385607,0.554641383,2.66111343,0.340723913,1.76169421,0.309003999,0.805460919,0.651104876,0.054453426,13.0425314,5.184564273
C3_1_5,15.55631122,0.852430048,125.8837761,3963.771195,2132.2656,4024.469519,3.373097157,451.131461,26.86084121,27.10713838,315.6370608,18095.43361,7.438222012,19.92789933,23.88264308,25.9471755,4.769806999,0.744399925,7.835300088,17.25636772,15.63401703,7.777746208,2.333546232,1.056675555,0.324684053,0.151774492,5.050096008,0.487227456,2.40023996,116.1577983,16.32818864,33.09857231,3.664888393,13.88970512,2.666036487,0.512398611,2.479146434,0.31444898,1.61033077,0.282270482,0.753067678,0.596412647,0.04807207,12.21630161,4.757917216
C3_1_6,31.00722603,1.679996601,358.3475431,8651.789704,4713.857107,9695.812372,7.552351916,1004.441566,56.53417625,47.69632646,615.2303548,35825.91394,14.50829493,37.04097888,49.07053486,53.46822095,9.691894586,4.599244384,15.22490306,33.91281618,31.74084706,14.19782313,4.72656193,2.334042873,0.737566471,0.351015406,7.941256827,0.887135422,4.35058682,224.0823584,27.17460554,55.39936145,6.273052679,23.51716239,4.612111381,0.935228363,4.5864118,0.555272537,2.732438011,0.4888375,1.29007909,1.04914379,0.105641696,20.80949137,7.146670699
C3_1_7,26.61530878,1.356939224,304.5993913,7539.908466,4492.561309,8216.48763,6.640789341,883.364893,50.76254117,43.43084094,531.2907526,32047.86505,12.96496712,35.69670601,44.81023733,49.22006256,8.725353322,3.76210583,13.57680603,30.75253118,29.70423668,13.27567364,5.200123603,2.283744174,0.779463547,0.262339737,11.96962004,0.845367902,3.867214008,224.2191307,24.87339087,50.07857599,5.694410514,21.40716312,4.153852674,0.843927959,4.139043775,0.49703767,2.54663865,0.450537287,1.182703597,0.954396632,0.114904886,18.58475716,6.517539583
C3_1_8,24.37557288,1.34120371,267.1262247,7153.094263,4202.697042,7732.571676,6.638285974,870.8839379,49.35563336,43.10080815,511.6933683,31143.08718,12.44805409,40.55823698,41.66446479,43.06590228,8.226371238,3.393839034,13.48771698,30.03309015,27.71683439,12.84486136,6.583053946,2.306490564,0.60126969,0.236501879,7.263569515,0.850007433,3.835296953,212.6651084,23.43922163,47.41542552,5.388190386,20.40090776,3.974255755,0.819854799,3.975944282,0.47410845,2.393785032,0.425231378,1.143600933,0.920403013,0.141156269,17.65652527,6.27415051
C3_1_9,24.65880998,1.217226578,228.6970432,6422.271381,3618.680954,6012.58782,5.213151099,725.628879,42.38907623,42.84776168,463.5978574,27797.65768,11.12167827,31.43166796,35.49248712,46.56060899,7.3394271,1.162042221,12.22545676,27.0089151,23.8454417,11.74751909,6.903847184,2.06576844,0.521983949,0.205197902,7.958492283,0.889826971,3.675779908,192.5645522,23.9979752,50.45464743,5.399596667,20.46994037,3.994228814,0.78173699,3.68073564,0.482327827,2.440190022,0.43541363,1.171695019,0.942700774,0.162242749,18.75633172,7.233391059
C3_1_10,23.74100702,1.140051613,208.5404083,6229.139141,3215.395,5924.449779,4.996890663,673.2977735,40.41980515,40.93591049,450.4409073,26884.6609,10.5751431,28.70734105,33.91604469,40.43317162,6.882675354,1.094839232,11.58115403,25.15263598,24.23482875,11.3122282,4.780901636,1.793653549,0.480619632,0.188881118,7.127995413,0.797686737,3.544595215,175.7534948,23.82558941,48.87843351,5.35391335,20.14506015,3.949367765,0.756082306,3.637338641,0.464743419,2.379325963,0.424206374,1.107488631,0.916616566,0.10549042,17.52607569,7.444219088
C3_1_11,25.22965927,1.109589404,221.1955503,6613.290049,3657.145301,6143.799776,5.450549513,759.2611801,44.19182372,39.32784284,482.4858961,28857.83957,11.54755781,29.47861763,32.0594002,40.74043032,7.924013094,1.174405675,12.68538234,28.71106097,25.41554131,11.7077616,5.851001293,1.984416888,0.526394496,0.208295937,7.043697537,0.744077057,3.867423321,199.2512454,24.89924792,52.13630997,5.596539906,21.09488477,4.107384311,0.801837806,3.779313092,0.487912752,2.474105813,0.43093372,1.168276372,0.954453225,0.161839477,18.77855431,7.432627271
C3_1_12,27.62271847,1.385877706,204.7823953,7365.541252,4017.582248,6311.369743,5.955184656,810.3714549,48.26808124,42.59671062,537.3910372,31900.92813,12.77505578,31.787646,34.02542223,44.67445893,8.485823755,1.30510529,13.97552692,30.74730501,26.80544776,13.2822757,4.586921349,1.962542218,0.924684673,0.274239601,24.11433672,0.91761537,4.236972258,211.0964663,27.81237839,56.97024157,6.191948484,23.46038384,4.544559227,0.885388393,4.168351692,0.540097442,2.776980458,0.492405978,1.299653066,1.067370801,0.129125788,20.80323251,8.197015978
C3_1_13,26.36191605,1.373011185,203.5722044,7044.022852,3733.838999,6165.4744,5.819439937,772.2453795,46.65649274,40.18215688,545.8609417,30944.21592,12.82405116,29.93275458,33.04464566,43.87930442,8.147888879,1.253796667,13.70574391,30.13287292,25.57051207,12.01729939,4.334266522,1.6004844,0.51836476,0.283412119,7.366769364,0.864478622,4.271862268,207.4938031,26.22415071,56.43421789,5.898268374,22.05719939,4.284237189,0.828653362,3.936043922,0.510285333,2.587871022,0.45332733,1.207988454,0.987612753,0.089832498,19.90967977,7.998804902
C3_1_14,27.27288335,1.345538277,223.5606108,7050.908351,3662.610769,7360.101063,5.878652128,772.6531844,45.89411814,40.04069624,527.9556856,30613.64743,12.39396758,29.73591602,33.69729852,43.82483015,8.102142082,1.251196725,13.5284611,29.863088,26.83398969,12.4047222,5.285133874,1.829820825,0.535498429,0.236105518,7.492793558,0.826122267,4.14932754,218.2862857,27.61453217,58.21024104,6.146886755,23.40352303,4.56336154,0.877354482,4.055692414,0.529369265,2.661143285,0.4673222,1.263618388,1.036297257,0.128762462,20.20858511,8.281754962
C3_1_15,22.76912935,1.100612517,203.4285385,6077.15702,3132.282413,5953.74102,4.92536772,650.7840734,39.52070773,35.02690011,458.5605516,26537.64905,10.7585107,26.14514768,30.78208471,40.13242648,6.944305804,1.050465127,11.80231204,24.8708931,22.52261481,11.31531747,4.631125398,1.685817099,0.649266311,0.257166447,6.530533079,0.794109364,3.485022265,180.3676828,23.77471551,48.63261173,5.291138985,19.9023673,3.87681838,0.753324244,3.56996794,0.462952891,2.365727713,0.419644488,1.087843712,0.896161319,0.103908651,17.47135976,7.286218883
C3_2_1,17.32991851,0.807126273,158.557837,5261.23338,3396.297065,7076.748866,4.591737856,577.235487,33.34224348,43.11554646,458.5913648,24249.06878,10.01969401,29.51564101,28.56475015,38.59970577,6.000047345,0.984960707,10.01053524,23.99865644,19.96094159,10.45013901,4.260497348,1.341938113,0.514926459,0.193924858,5.869270393,0.658985267,3.459523795,212.4268119,21.14051733,41.98244774,4.640728224,17.62860316,3.463924151,0.690739243,3.247121829,0.427405049,2.164061702,0.386389579,1.007782319,0.830499425,0.095604023,14.77003119,6.032417691
C3_2_2,24.79468186,1.425430652,204.3094467,7196.534219,4584.246388,9005.049802,6.251860827,802.4812914,45.47662011,40.30874515,614.0841764,32789.53129,13.53508453,34.92928411,35.93554891,50.47697639,8.361956944,1.360745528,13.78911638,33.438902,30.63693296,15.08916767,6.307047405,2.203338576,0.809290039,0.237084183,9.525830546,0.911515857,4.725268662,419.5447676,30.01724672,58.82584494,6.616422129,25.03295786,4.947602695,1.006209268,4.644101706,0.600181165,3.051572959,0.543973469,1.428076507,1.170260466,0.153333071,21.60369818,8.329620552
C3_2_3,25.39432319,1.324511534,224.4742646,7485.821136,4515.262425,8903.757313,6.319151985,814.6239032,47.48413375,126.6196258,664.7836813,34650.76984,15.28340193,65.49251496,39.98720823,54.67353792,8.617879163,1.438949504,14.16990918,34.25633998,29.72627993,15.1360923,6.094062115,2.191613131,0.78428081,0.285928588,8.169038349,0.986228896,4.875642924,472.3008559,29.69062537,58.87012414,6.54360329,25.01417235,4.955722004,1.021186183,4.601456713,0.60291922,3.067200427,0.553611741,1.465048253,1.176540688,0.143174402,21.58352881,8.466308667
C3_2_4,24.65285193,1.5014743,210.4168425,7655.162431,4587.527315,8573.301179,6.908525863,902.1319276,50.62834682,81.135048,654.0197037,35514.41706,15.41060494,54.76155338,40.06594527,49.44590434,8.781504547,3.000946103,14.55198425,35.04699506,28.48005118,15.05415609,6.391460464,2.261165624,0.845832694,0.245751144,10.17816347,0.976105353,4.799972322,419.7407908,27.85566636,55.36601539,6.268874776,23.80125746,4.656630065,1.004524045,4.67688785,0.578567603,2.903493761,0.523286388,1.381882232,1.116158584,0.146929449,22.18345895,7.820536626
C3_2_5,25.18096654,1.52625253,208.662859,7502.369462,4461.063924,8231.780596,6.35409552,843.3038177,47.22026446,76.42532745,657.0238265,34824.73946,14.51640156,47.92702042,55.20473287,53.08840302,8.623170443,1.45596604,14.14309337,34.83365908,29.05136081,15.31586772,6.800371571,2.33601727,0.78381319,0.21169968,10.49052553,1.000530128,4.963456118,457.6011197,30.36744066,60.73386471,6.705253465,25.68085429,5.043073642,1.028524276,4.694605415,0.604953743,3.117727324,0.557043993,1.490503394,1.191272554,0.173463312,24.59807329,9.097463605
C3_2_6,24.97714442,1.38607563,215.4986594,7321.904713,4412.345531,8208.67121,6.213473736,804.139847,46.2453863,65.8956219,658.4039321,33381.28561,14.39503634,42.7288399,38.70540607,52.47545462,8.468913734,1.40871969,13.73055802,33.69035887,27.90934985,15.44275909,5.933776503,2.077099819,0.653978734,0.508929895,10.04810119,0.85662405,4.679516736,328.7525284,30.5330937,60.314977,6.716723395,25.5128215,5.059071803,1.013042465,4.680465634,0.611450309,3.155785172,0.562387842,1.473179996,1.177343408,0.142932534,24.87684755,8.661661379
C3_2_7,22.72372701,1.461900405,178.6024435,6930.543844,4254.04098,7426.193309,6.341007451,814.940214,46.62928531,38.92373791,596.3762515,32007.04848,13.67982536,37.15179286,36.6762534,46.72737476,8.154511786,2.575218613,13.31786095,32.457665,25.91223223,14.02968328,4.917174314,1.94125282,0.588845148,0.276319286,7.082828428,0.801775588,4.276338276,307.5474545,26.22931159,52.2328857,5.878739078,22.3038207,4.408385109,0.919103137,4.369229698,0.531964721,2.690290752,0.488826559,1.2856326,1.024529553,0.096555907,18.24915091,6.978948883
C3_2_8,25.02736575,1.557678826,248.2236553,7792.122255,5057.857029,8707.846921,6.925450175,925.0649178,51.96058009,40.50887853,659.7813451,35474.15293,15.15281093,38.40488489,45.99710235,55.81720822,9.055458178,2.755879608,14.53109681,36.21312558,29.21496061,15.18931041,7.082973314,2.351144744,0.638533512,0.25752066,7.913382977,0.922890745,4.732422497,347.6170447,28.60831631,56.62652449,6.369510338,24.33655345,4.788708163,0.991780536,4.794682476,0.584393369,2.969178793,0.536078821,1.481052834,1.146518757,0.162111624,20.01334726,7.790697843
C3_2_9,20.80268536,1.142278544,219.0682432,6405.85991,4041.234744,6935.46822,6.0132939,806.9231419,44.49938333,37.05523261,576.4116871,30657.93844,13.09483546,34.15304967,36.53363235,47.61827428,7.860817949,2.285768989,12.66908831,31.85689194,24.30023982,13.4161644,5.992562657,1.950132857,0.564377789,0.213515983,7.037943354,0.813001558,4.229121246,262.7942024,25.56881837,50.98500389,5.718485408,21.65188123,4.239643357,0.87609688,4.233308218,0.51232117,2.591864254,0.468449107,1.248377236,1.007201812,0.128730033,17.29205961,6.842432504
C3_2_10,24.46433457,1.385124468,221.3268394,7210.690609,4534.026072,7406.532105,6.511480599,882.1941343,49.15650038,43.58037636,640.5714091,33447.01018,14.91572232,39.27032368,40.07241065,48.98763038,8.682249557,2.406831457,13.92402645,34.85300708,26.66692653,14.79853834,6.520794788,2.168955162,0.646012757,0.255560087,7.625585258,0.946073332,4.747519959,341.3323954,28.4229994,57.10370567,6.326661406,24.0459441,4.697126781,0.988327806,4.77305908,0.580037729,2.928988018,0.5238301,1.374725436,1.105332415,0.136567077,19.47889729,7.901407189
C3_2_11,22.35606393,1.64503993,196.8823719,7033.857263,4228.874383,7001.194154,6.251305011,844.1301066,47.63278173,49.50356644,659.7781055,33107.82755,14.91009502,37.96082491,38.86994278,47.67360247,8.092264034,2.317367681,14.01725822,32.64366308,24.14086111,14.21686225,6.433187201,2.122134356,0.602810032,0.241482357,7.545045794,0.963948954,4.496326883,264.5786372,27.29765441,54.57381763,6.063900633,23.36947165,4.648722944,0.949622757,4.567068173,0.559501361,2.829107147,0.510844079,1.354856659,1.071931337,0.142791514,19.50350409,7.831508085
C3_2_12,20.59133654,1.244331198,174.2486614,6316.158109,3906.23641,6426.489194,5.687551644,740.6759847,42.31062557,33.74892157,562.0790099,29393.88773,12.95183474,32.35499768,34.23429119,41.15408828,7.255386381,1.9643857,12.32199075,28.9670002,22.2134324,12.65848548,5.114334368,1.761029245,0.553932712,0.233371365,5.711853418,0.815200244,4.010229119,242.7993574,24.44107958,48.98082278,5.442027115,20.66354047,4.087343689,0.821490887,4.072033362,0.490275708,2.525101849,0.448873697,1.189089955,0.968055755,0.108146039,17.29856405,6.807921839
C3_2_13,22.37266781,1.427359327,181.8397773,6900.551855,4374.114565,7556.097452,6.188350332,801.7295232,47.02478409,35.91730653,612.2886403,32785.67041,14.25433105,35.3239886,37.3550879,45.41740216,8.022316604,2.161496817,13.76591397,32.37705896,26.89220979,14.18077918,5.0903115,2.015683992,0.622316229,0.233309542,7.28673629,1.045505076,4.454148016,289.0532607,27.53203328,55.20887484,6.069516591,23.08882017,4.525889671,0.929853469,4.514230133,0.552897642,2.792808836,0.502997249,1.333030597,1.054838784,0.10249584,19.46095894,7.483160331
C3_2_14,20.73445313,1.4271489,191.6263275,6354.0767,4004.67677,6568.854861,5.775969381,775.9521096,43.75739153,36.68619082,570.6139246,30580.00223,13.21361669,33.71153568,36.90829976,44.61147709,7.522466856,2.000382556,12.55801603,31.3544163,24.54689056,13.66242295,5.915810738,2.015851745,0.588567514,0.249912603,7.135497773,0.856650407,4.235403699,300.967138,25.97697624,51.88886,5.766701493,22.05671572,4.357810342,0.895476663,4.316670567,0.528489651,2.709677501,0.486992676,1.286812249,1.034478414,0.142376746,17.97654155,7.224660804
C3_2_15,21.99998874,1.332542126,220.5109057,6841.880597,4495.622517,7283.056666,6.138135185,832.1404683,47.17571399,38.60949622,620.4421456,32522.68882,14.31128128,36.03692203,39.16827513,46.08306836,8.258793866,2.074507068,13.37548085,32.83868768,24.74430144,14.20093273,6.403428935,2.111624581,0.60511997,0.209118689,7.448327729,0.902525,4.461421392,234.8149596,28.86551039,58.19209027,6.367014309,24.04734592,4.684413844,0.930085823,4.663812325,0.566476792,2.848637288,0.511349653,1.369868308,1.091398188,0.139237348,19.11102885,8.038363104
C3_3_1,7.249751415,0.301222223,121.5153983,2987.514642,1107.354834,32280.43661,1.91029248,278.0789606,15.69721712,12.62740069,186.2136385,10580.4597,4.358694026,10.99835156,17.72933902,16.38642707,2.740295543,0.802104108,5.226380808,9.676713934,67.02527946,4.788825871,1.812023935,0.770572105,0.306442561,0.09591554,3.660905196,0.384924867,1.635892397,70.31419602,10.6053448,20.92990279,2.52983498,9.478098339,1.86407707,0.366335837,1.728769161,0.216651769,1.09948235,0.193520467,0.503040331,0.404502101,0.042954143,7.879422528,3.159668867
C3_3_2,7.138131105,0.352812523,100.69761,3039.1389,1148.548203,30336.88706,2.015627,292.823035,16.14441037,12.71734802,193.8179727,10949.74962,4.437562553,11.06588797,15.1369693,16.76931335,2.85293702,0.821745566,5.341284749,9.989893232,66.25863513,4.800906879,2.196549016,0.942204744,0.306738284,0.091142523,3.839678274,0.417869348,1.693303144,69.85153306,10.53660631,21.42847859,2.564979747,9.564418754,1.898158808,0.354261942,1.711115637,0.216612274,1.102712033,0.19289076,0.499315164,0.399247677,0.04766284,7.891257732,3.322726276
C3_3_3,6.836491944,0.381019595,104.6619433,3159.255609,1183.949718,35147.63998,2.065984989,294.9641838,16.62473806,13.18854163,202.5796487,11211.33793,4.56904914,11.52094439,15.10565264,18.36240833,2.979905941,0.812922812,5.222013198,10.61536061,69.94643358,5.326617633,2.060879567,0.751609149,0.27088945,0.108150686,3.926149158,0.365827226,1.742062818,73.77130917,11.19937622,21.98171184,2.68945921,10.02596605,2.005425179,0.378728493,1.880454335,0.226609426,1.17905215,0.207866992,0.542121041,0.430436492,0.04099967,7.579150166,3.593274154
C3_3_4,7.086700894,0.383736433,116.0588391,3082.435487,1189.652864,37343.48655,1.97289735,290.0797512,16.13946149,13.72079098,196.2927347,10929.16019,4.479815562,11.43820692,16.21169319,18.02314609,2.925435994,0.805936864,5.409223835,10.54551108,73.7091514,5.233417743,2.052366405,0.834313994,0.283605662,0.095489026,4.322176743,0.418203373,1.711905318,74.3639221,11.23860296,22.05596755,2.731950606,10.36532806,2.023990267,0.379993282,1.84804631,0.236224157,1.18814291,0.209704717,0.534816307,0.431624761,0.048008339,8.098627095,3.422162221
C3_3_5,8.015917719,0.416875516,109.9761115,3387.841874,1287.278319,38576.52914,2.211634367,313.0423329,17.86239064,14.83821746,219.1689233,12087.79006,4.941278512,12.38349028,16.2689165,19.09490028,3.28678959,0.917974818,5.957513928,11.63221901,74.24765062,5.843884679,1.897212314,0.824997832,0.293940888,0.08555271,4.200423778,0.392507712,1.917468914,81.39155948,12.94132887,25.67709364,3.109611177,11.5305559,2.216074157,0.423848717,2.105999072,0.26694343,1.331406022,0.229542069,0.598115554,0.477774611,0.044623432,8.325982616,3.865694573
C3_3_6,10.37920627,0.517763378,123.356282,4407.537599,1737.441289,40399.92613,2.900903333,399.78452,23.82807498,18.7333531,284.2537198,16100.14574,6.51445713,16.05383378,18.82027156,24.49028269,4.214905986,1.187577652,7.732006699,15.02367959,79.97595556,7.073186567,1.791327472,1.045385605,0.380217188,0.138204802,5.226261284,0.431337861,2.374626787,99.90792924,15.25775204,31.25060122,3.669997233,13.78582994,2.652340403,0.519107027,2.503601878,0.318909375,1.592256981,0.28427534,0.743856263,0.591081708,0.036979832,11.75946141,4.419138652
C3_3_7,7.834575533,0.399300357,115.3696493,3396.71059,1399.068708,36254.08869,2.139564797,301.8312786,17.67716364,13.78577081,211.0460995,11759.99152,4.757625873,12.02437031,16.942046,18.99338097,3.191627405,0.877445264,5.70351662,11.07912374,75.82733118,5.53472763,1.309348308,0.861701699,0.285667127,0.142294986,4.157924592,0.351939098,1.731394704,77.59607593,11.67946441,23.29703555,2.811954902,10.54987057,2.059691093,0.384707871,1.944540053,0.245752836,1.226983322,0.216755069,0.579625091,0.460901772,0.022973566,9.001808382,3.34230635
C3_3_8,6.934085953,0.327619069,104.08631,2974.090915,1232.359166,29669.07591,1.994754254,297.6883335,16.18070928,15.28136433,196.5882251,11091.15452,4.537434461,12.28970682,15.04788781,22.48287925,2.896303426,0.850868681,5.424335719,10.78942321,64.53181336,5.110867246,2.086022322,0.814613337,0.302992558,0.126068588,4.758018827,0.421334645,1.785709809,72.6849209,11.33147417,22.69516261,2.711744798,10.28423239,1.981962733,0.368296535,1.822609029,0.229372919,1.150107418,0.205669718,0.523530025,0.424677128,0.048249594,9.246023419,3.577211563
C3_3_9,6.112611197,0.306058746,87.04841059,2691.765948,1087.979992,25564.54691,1.754977165,261.8723557,14.56051278,11.4695275,175.0433098,9851.493258,3.955137644,9.936011109,12.90113538,16.57065061,2.590393905,0.705441931,4.721915697,9.358293841,55.80568815,4.527346265,1.826608945,0.702797548,0.233006942,0.110881978,3.299548627,0.345201425,1.528865959,63.35239953,9.630727273,19.37266877,2.293101337,8.577470531,1.6352428,0.3158449,1.558032631,0.197973228,0.990923891,0.173924841,0.461304364,0.36888076,0.039194017,7.149002007,3.16430055
C3_3_10,6.724270435,0.333922382,89.68970745,2938.197479,1159.98429,30379.55906,1.944059821,290.9456641,16.18160516,12.62260019,189.8315177,10956.90757,4.461073366,11.06973421,13.15352541,21.94828285,2.85642506,0.827885255,5.252914835,10.48103226,65.31512161,4.97566864,2.17513768,0.773627925,0.256079497,0.084861348,3.699729444,0.394576763,1.746723043,72.63530507,10.54235839,21.34421888,2.551758369,9.611322744,1.903431917,0.359449607,1.728497885,0.218261494,1.095708649,0.196127833,0.508457628,0.402983237,0.047114972,7.800291384,3.214892217
C3_3_12,6.569365817,0.375698622,98.43196832,2895.706554,1204.485047,25736.09146,1.919501302,306.5069687,16.14199513,37.4399996,194.8219237,11151.04594,4.586709947,23.31101513,15.85039636,20.4537761,2.848256787,0.859567605,5.138893384,10.87753357,59.60610376,4.985337742,2.622343237,0.909571985,0.38553039,0.113016531,6.439013227,0.435031827,1.780399514,69.54831173,10.76517037,21.85503009,2.596346616,9.781182897,1.877320906,0.368742088,1.745603899,0.221398028,1.123266536,0.198405116,0.520706243,0.425307619,0.068249719,9.856240756,3.521214011
C3_3_13,7.306720644,0.327893137,107.9124207,3419.875571,1365.425683,30139.75178,2.206250165,343.2653163,18.15302533,15.17070688,225.5681638,12433.31697,4.98476098,13.74446602,15.22377652,23.94669612,3.135718988,0.920971753,5.825581529,11.946297,71.56856276,5.699516317,2.949356833,0.784318377,0.297203732,0.103181333,4.236586869,0.434492475,1.9870678,76.98129788,12.79082225,25.62536087,3.040788713,11.44413016,2.238414669,0.409267616,2.054340224,0.25624094,1.283902106,0.226292474,0.590313412,0.470692917,0.068954791,8.265366,4.111004963
C3_3_14,7.255896915,0.295480834,108.010217,3320.279566,1333.840973,25639.09379,2.17602212,328.29226,17.64573339,14.07762231,217.1663834,12010.53655,4.824464211,12.08564137,15.44878468,22.67977817,3.080596489,0.889227035,5.660504622,11.45443912,64.31302528,5.283619695,2.729304645,0.682588368,0.256524212,0.093411468,3.872042709,0.360407303,1.875473028,75.41206889,11.72915815,24.15398957,2.818820728,10.51528581,2.071082795,0.386633571,1.888615322,0.238969988,1.195967271,0.205908283,0.54971947,0.445892848,0.067919287,7.965613192,3.510194077
C3_3_15,6.603754861,0.353832478,96.37124476,2909.735001,1216.319538,25926.44321,1.857632471,276.1366229,15.35713754,12.36121069,191.8298145,10725.20638,4.325296713,10.8094744,13.23696879,20.433854,2.819846818,0.796797248,4.997883171,10.21872276,58.15575191,4.799619961,1.814253805,0.743174925,0.237546664,0.081304865,3.552463864,0.335658218,1.620298728,69.05312422,10.62223055,21.54120355,2.49913434,9.381265106,1.833247859,0.346439336,1.70521856,0.212617086,1.067211597,0.18567836,0.487047857,0.4068892,0.03902551,7.465026836,3.124423261
D1_1_1,27.7425,1.1785,291.3485,13127.5,6789.5,62952.0,6.5515,1508.5,53.553,39.942,699.0,32537.5,10.588,27.0,18.1685,83.697,11.574,3.7735,14.1915,42.662,115.8155,13.959,7.7935,4.087,0.893,0.222,2.7835,0.856,5.7565,189.7375,33.9055,70.837,7.8315,29.9615,5.853,1.0635,4.9525,0.629,3.4055,0.594,1.614,1.331,0.2265,18.6205,11.5665
D1_1_8,32.272,1.0905,319.719,12296.5,6970.5,57249.5,7.2335,1449.0,58.625,43.037,653.0,30708.5,10.7155,27.2165,17.65,60.6765,12.171,3.807,13.355,45.7335,112.092,14.3725,12.5535,4.6215,0.7665,0.226,3.7365,0.5565,5.6595,190.705,33.999,71.1635,7.81,29.972,5.7725,1.05,4.94,0.6315,3.425,0.6015,1.633,1.3615,0.345,17.431,12.236
D1_1_9,39.442,1.615,483.2155,6258.0,6085.5,6150.0,9.2655,1760.0,71.2855,51.0255,518.0,28564.5,11.4495,28.4565,19.0685,64.7695,14.8915,4.317,14.995,58.7895,124.4045,15.82,14.6555,3.253,0.84,0.2175,3.056,1.118,6.0445,223.5855,37.267,76.2615,8.3645,31.444,5.977,1.0445,4.95,0.6265,3.3595,0.5845,1.6045,1.3355,0.4165,15.7755,11.881
D1_1_11,39.3395,1.437,420.5945,12611.0,7881.5,52205.0,8.6505,1031.5,67.232,49.5105,696.0,30059.0,11.5545,29.2135,19.3885,68.8075,13.637,4.3215,14.746,51.9535,119.904,15.6705,13.899,4.1305,0.7845,0.2105,3.0495,0.7175,5.822,200.383,34.14,70.8705,7.7505,29.3605,5.631,1.02,4.753,0.609,3.2945,0.582,1.6025,1.3365,0.3435,15.9785,11.0105
D2_1_1,26.81468408,0.880360066,731.5149013,8522.821155,3894.742978,31761.17431,4.14757172,752.4403416,34.18228874,33.29085246,493.0042844,23221.4395,9.179216692,23.86158376,24.25557235,38.40251137,5.295216977,2.825533427,10.86825692,23.92570143,52.97155585,8.91612311,2.834926828,2.04634871,0.784532371,0.139132359,4.44532587,0.727957757,3.350094459,95.72844463,18.44867338,37.971796,4.39640517,16.43882308,3.187755315,0.618731754,3.327309418,0.392203257,1.872777492,0.32965254,0.867229308,0.683407864,0.099092465,12.41843651,5.062457329
D2_1_2,28.64053347,1.068813932,616.9797077000001,9220.427797,4331.227399,34393.96023,4.530382894,800.2892394,37.38390774,35.27796572,534.4921167,24977.46978,9.692088835,25.55812327,28.51793746,45.17157719,5.77227506,2.909920767,11.69630876,25.16876881,56.89912355,9.479138893,3.314626192,2.347657772,0.754600427,0.154826949,4.844188435,0.840726437,3.448389812,100.6884764,19.65683361,40.00361208,4.654283365,17.33683174,3.352928606,0.641759576,3.496516809,0.407789159,1.921403061,0.345931916,0.908907992,0.701178457,0.111020437,12.85422359,5.241838467
D2_1_3,29.90875027,0.92267853,673.9738264,9426.535844,4137.035067,36135.79703,4.504226707,801.6305807,36.06716675,34.88029333,530.6979539,24898.40169,9.798125745,25.28128439,25.65531391,40.25374074,5.626004597,2.731728625,11.37489034,24.79199596,58.99136674,9.062682934,2.941459743,1.847792587,0.70151821,0.154807156,5.312916419,0.74738952,3.404745685,97.95402889,18.77399111,38.33565678,4.401063192,16.42606983,3.198309008,0.606329968,3.274860318,0.38376083,1.833562363,0.330705048,0.858951948,0.67368575,0.086903962,12.44285239,5.233888048
D2_1_4,29.63215498,0.880144083,593.449882,9265.130122,4448.448259,34479.3474,4.475593529,776.2482985,37.09619602,35.43107566,544.3670707,24921.84105,10.02641919,25.75198453,27.48115505,45.74598633,5.781383051,2.617796114,11.82163771,25.36109392,58.9607796,9.387510559,2.990554634,2.114696016,0.696406396,0.162818719,4.529090647,0.734622053,3.436834225,101.907124,18.51538283,38.42918698,4.380357002,16.39409054,3.223123944,0.614013018,3.272791797,0.391056199,1.864241344,0.337340503,0.900607679,0.697623481,0.091841107,13.16753889,5.126108349
D2_1_5,29.63814999,0.942562605,737.0980467,9869.667897,4350.156208,37044.07161,4.617552811,819.9581991,39.23302113,38.05676749,582.2784419,26602.5861,10.54108022,27.47814238,29.37012006,48.33202263,6.058781879,2.692369127,12.32485432,26.8752539,61.65251878,9.703663393,3.470515386,2.202907345,0.645697653,0.149669921,4.811589623,0.788414665,3.590043682,106.6938376,19.65905175,40.34054841,4.64784181,17.98874552,3.43943518,0.650588978,3.496784952,0.413523166,2.0052677,0.361729958,0.919621708,0.722649773,0.108075137,13.66652052,5.317587721
